id_day,date,description,death_date,description_lower
5,2024-05-30,"Em Tervueren, também no Brabante, o passamento de Santo Huberto , bispo de Tongres e de Maastricht, discípulo e sucessor de São Lamberto, que se dedicou com todas as suas forças a difundir o Evangelho no Brabante e nas Ardenas, de onde erradicou os costumes pagãos.",(† 727),"em tervueren, também no brabante, o passamento de santo huberto , bispo de tongres e de maastricht, discípulo e sucessor de são lamberto, que se dedicou com todas as suas forças a difundir o evangelho no brabante e nas ardenas, de onde erradicou os costumes pagãos."
6,2024-05-30,"Em Sevilha, na Espanha, São Fernando III , rei de Castela e de Leão, prudente na administração do reino, cultivador das artes e das ciências e zeloso na propagação da fé.",(† 1252),"em sevilha, na espanha, são fernando iii , rei de castela e de leão, prudente na administração do reino, cultivador das artes e das ciências e zeloso na propagação da fé."
7,2024-05-30,"Em Ruão, na Normandia, região da França, Santa Joana d’Arc , virgem, chamada a Donzela de Orleães, que, depois de combater valorosamente pela pátria, foi finalmente entregue ao poder dos inimigos, que a condenaram num julgamento iníquo a ser queimada na fogueira.",(† 1431),"em ruão, na normandia, região da frança, santa joana d’arc , virgem, chamada a donzela de orleães, que, depois de combater valorosamente pela pátria, foi finalmente entregue ao poder dos inimigos, que a condenaram num julgamento iníquo a ser queimada na fogueira."
8,2024-05-30,"Em Londres, na Inglaterra, São Lucas Kirby , presbítero e mártir, que, durante a perseguição da rainha Isabel I, depois de muitos tormentos, foi suspenso na tríplice forca de Tyburn. Com ele padeceram no mesmo patíbulo os beatos presbíteros e mártires Guilherme Filby , Lourenço Johnson , bem como Tomás Cottam , da Companhia de Jesus.",(† 1582),"em londres, na inglaterra, são lucas kirby , presbítero e mártir, que, durante a perseguição da rainha isabel i, depois de muitos tormentos, foi suspenso na tríplice forca de tyburn. com ele padeceram no mesmo patíbulo os beatos presbíteros e mártires guilherme filby , lourenço johnson , bem como tomás cottam , da companhia de jesus."
9,2024-05-30,"Também em Londres, trinta anos mais tarde, os beatos Guilherme Scott , da Ordem de São Bento, e Ricardo Newport , presbíteros e mártires, que, no reinado de Jaime I, por causa do sacerdócio, o primeiro morreu estrangulado com uma corda, e o segundo esquartejado à espada enquanto estava ainda vivo.",(† 1612),"também em londres, trinta anos mais tarde, os beatos guilherme scott , da ordem de são bento, e ricardo newport , presbíteros e mártires, que, no reinado de jaime i, por causa do sacerdócio, o primeiro morreu estrangulado com uma corda, e o segundo esquartejado à espada enquanto estava ainda vivo."
10,2024-05-30,"Em Kampala, no Uganda, São Matias Kalemba , chamado «Molumba» ou «Forte», mártir, que, abandonando o culto maometano, depois do Baptismo em Cristo abdicou do ofício de juiz e propagou dedicadamente a fé cristã; por isso, no tempo do rei Mwanga, foi submetido a cruéis torturas e, sem possibilidade de conforto algum, entregou o espírito a Deus.",(† 1886),"em kampala, no uganda, são matias kalemba , chamado «molumba» ou «forte», mártir, que, abandonando o culto maometano, depois do baptismo em cristo abdicou do ofício de juiz e propagou dedicadamente a fé cristã; por isso, no tempo do rei mwanga, foi submetido a cruéis torturas e, sem possibilidade de conforto algum, entregou o espírito a deus."
11,2024-05-30,"Em Savona, na Itália, o passamento de São José Marello , bispo de Ácqui, no Piemonte, que fundou a Congregação dos Oblatos de São José, dedicada à formação moral e cristã da juventude.",(† 1895),"em savona, na itália, o passamento de são josé marello , bispo de ácqui, no piemonte, que fundou a congregação dos oblatos de são josé, dedicada à formação moral e cristã da juventude."
12,2024-05-30,"Em Bordéus, na França, a Beata María Celina da Apresentação da Santíssima Virgem Maria (Joana Germaine Castang), virgem da Ordem de Santa Clara.",(† 1897),"em bordéus, na frança, a beata maría celina da apresentação da santíssima virgem maria (joana germaine castang), virgem da ordem de santa clara."
13,2024-05-30,"Em Snyatin, na Ucrânia, a Beata Marta Maria Wiecka , virgem da Companhia das Filhas da Caridade de São Vicente de Paulo.",(† 1904),"em snyatin, na ucrânia, a beata marta maria wiecka , virgem da companhia das filhas da caridade de são vicente de paulo."
14,2024-05-30,"No campo de concentração de Buchenwald, na Turíngia, região da Alemanha, a paixão do Beato Otão Neururer , presbítero e mártir, que, por ter convencido uma jovem católica a não simular o matrimónio com um homem já casado e membro das forças de segurança do nefasto regime hostil a Deus e aos homens, foi metido no cárcere, onde, apesar de todo o género de tribulações, prosseguia clandestinamente o seu ministério, até que, pendurado de uma viga com os pés para cima e a cabeça para baixo, consumou o seu martírio.",(† 1940),"no campo de concentração de buchenwald, na turíngia, região da alemanha, a paixão do beato otão neururer , presbítero e mártir, que, por ter convencido uma jovem católica a não simular o matrimónio com um homem já casado e membro das forças de segurança do nefasto regime hostil a deus e aos homens, foi metido no cárcere, onde, apesar de todo o género de tribulações, prosseguia clandestinamente o seu ministério, até que, pendurado de uma viga com os pés para cima e a cabeça para baixo, consumou o seu martírio."
