id_day,date,description,death_date,description_lower
13,2024-11-05,"Na fortaleza de Hof, na Alemanha, o Beato Bernardo Lichtenberg , presbítero e mártir, que, ao ver ofendida a dignidade de Deus e dos homens, orava publicamente pelos judeus desumanamente torturados e detidos; por isso foi enviado para o campo de concentração de Dachau e, durante a viagem para o cativeiro, foi barbaramente oprimido por iníquas vexações e morreu corajosamente por Cristo.",(† 1943),"na fortaleza de hof, na alemanha, o beato bernardo lichtenberg , presbítero e mártir, que, ao ver ofendida a dignidade de deus e dos homens, orava publicamente pelos judeus desumanamente torturados e detidos; por isso foi enviado para o campo de concentração de dachau e, durante a viagem para o cativeiro, foi barbaramente oprimido por iníquas vexações e morreu corajosamente por cristo."
14,2024-11-05,"No campo de concentração da cidade de Abez, na Sibéria, província da Rússia, o Beato Gregório Lakota , bispo de Przemysl e mártir, que, durante a ignóbil perseguição contra a fé cristã na sua pátria, superando os tormentos corporais, morreu intrepidamente por Cristo.",(† 1950),"no campo de concentração da cidade de abez, na sibéria, província da rússia, o beato gregório lakota , bispo de przemysl e mártir, que, durante a ignóbil perseguição contra a fé cristã na sua pátria, superando os tormentos corporais, morreu intrepidamente por cristo."
1,2024-11-06,"São Nuno de Santa Maria (Nuno Álvares Pereira), religioso, que, depois de ter comandado a defesa do reino, foi recebido entre os irmãos da Ordem dos Carmelitas, onde levou uma vida pobre e escondida em Cristo. Tinha uma admirável piedade para com a Santíssima Virgem Maria, sentia grande satisfação em desempenhar os ofícios mais humildes na casa de Deus e mostrou sempre grande compaixão e liberalidade para com os pobres. Morreu em Lisboa, cidade de Portugal, no Convento do Carmo por ele fundado, no domingo da Ressurreição.",(† 1431),"são nuno de santa maria (nuno álvares pereira), religioso, que, depois de ter comandado a defesa do reino, foi recebido entre os irmãos da ordem dos carmelitas, onde levou uma vida pobre e escondida em cristo. tinha uma admirável piedade para com a santíssima virgem maria, sentia grande satisfação em desempenhar os ofícios mais humildes na casa de deus e mostrou sempre grande compaixão e liberalidade para com os pobres. morreu em lisboa, cidade de portugal, no convento do carmo por ele fundado, no domingo da ressurreição."
2,2024-11-06,"Em Toniza, na Numídia, na Tunísia, São Félix , mártir, ao qual Santo Agostinho parece referir-se, quando fala ao povo, dizendo: «Verdadeiramente feliz no nome e na coroa; confessou a fé em Cristo e foi entregue à tortura; no dia seguinte encontraram no cárcere o seu corpo exânime».",(† s. III),"em toniza, na numídia, na tunísia, são félix , mártir, ao qual santo agostinho parece referir-se, quando fala ao povo, dizendo: «verdadeiramente feliz no nome e na coroa; confessou a fé em cristo e foi entregue à tortura; no dia seguinte encontraram no cárcere o seu corpo exânime»."
3,2024-11-06,"Comemoração de São Paulo , bispo de Constantinopla, que, várias vezes expulso pelos arianos por manter a fé nicena e outras tantas vezes restituído à sua sede, foi por fim desterrado pelo imperador Constâncio para Cucuso, pequena povoação da Capadócia, onde, segundo a tradição, foi estrangulado por insídias dos arianos.",(† c. 351),"comemoração de são paulo , bispo de constantinopla, que, várias vezes expulso pelos arianos por manter a fé nicena e outras tantas vezes restituído à sua sede, foi por fim desterrado pelo imperador constâncio para cucuso, pequena povoação da capadócia, onde, segundo a tradição, foi estrangulado por insídias dos arianos."
4,2024-11-06,"Em Rennes, na Bretanha Menor, actualmente na França, São Melânio , bispo, que foi ao encontro do Senhor no lugar chamado «Plácium», junto ao rio Vilaine, onde tinha construído com as suas mãos uma igreja e congregado monges para o serviço de Deus.",(† d. 511),"em rennes, na bretanha menor, actualmente na frança, são melânio , bispo, que foi ao encontro do senhor no lugar chamado «plácium», junto ao rio vilaine, onde tinha construído com as suas mãos uma igreja e congregado monges para o serviço de deus."
5,2024-11-06,"No mosteiro de Llanilltud Fawor, na Câmbria, lugar que tomou o seu nome, Santo Iltuto , abade, que fundou este cenóbio, onde a fama da sua santidade e exímia doutrina congregou muitos discípulos.",(† c. 540),"no mosteiro de llanilltud fawor, na câmbria, lugar que tomou o seu nome, santo iltuto , abade, que fundou este cenóbio, onde a fama da sua santidade e exímia doutrina congregou muitos discípulos."
6,2024-11-06,"Em Noblac, perto de Limoges, na Aquitânia, actualmente na França, São Leonardo , eremita.",(† c. s. VI),"em noblac, perto de limoges, na aquitânia, actualmente na frança, são leonardo , eremita."
7,2024-11-06,"Em Jerusalém, os santos Calínico , Himério , Teodoro , Estêvão , outro Teodoro , João , outro João e mais alguns cujo nome é desconhecido, mártires, que eram todos soldados em Gaza e, quando os Sarracenos ocuparam a cidade, foram presos pelos inimigos; mas, encorajados pelo bispo São Sofrónio, confessaram a sua fé em Cristo e por isso foram degolados e alcançaram glorioso martírio.",(† 638),"em jerusalém, os santos calínico , himério , teodoro , estêvão , outro teodoro , joão , outro joão e mais alguns cujo nome é desconhecido, mártires, que eram todos soldados em gaza e, quando os sarracenos ocuparam a cidade, foram presos pelos inimigos; mas, encorajados pelo bispo são sofrónio, confessaram a sua fé em cristo e por isso foram degolados e alcançaram glorioso martírio."
8,2024-11-06,"Em Barcelona, na Hispânia, São Severo , que, segundo a tradição, recebeu a coroa do martírio.",(† c. s. VII),"em barcelona, na hispânia, são severo , que, segundo a tradição, recebeu a coroa do martírio."
9,2024-11-06,"No território dos Helvécios, na Borgonha, actualmente na Suíça, São Protásio , venerado como bispo de Lausana.",(† s. VII),"no território dos helvécios, na borgonha, actualmente na suíça, são protásio , venerado como bispo de lausana."
10,2024-11-06,"No território de Thérouanne, na Austrásia, São Vinoco , abade, que, natural da Bretanha, foi recebido por São Bertino na comunidade de monges de Sithieu e depois construiu o mosteiro de Wormhoudt, que dirigiu santamente como prior, realizando muitos trabalhos com as próprias mãos.",(† 716),"no território de thérouanne, na austrásia, são vinoco , abade, que, natural da bretanha, foi recebido por são bertino na comunidade de monges de sithieu e depois construiu o mosteiro de wormhoudt, que dirigiu santamente como prior, realizando muitos trabalhos com as próprias mãos."
11,2024-11-06,"Em Apt, na Provença da Gália, também na actual França, Santo Estêvão , bispo, insigne pela sua mansidão, que foi duas vezes em peregrinação a Jerusalém e restaurou a igreja catedral.",(† 1046),"em apt, na provença da gália, também na actual frança, santo estêvão , bispo, insigne pela sua mansidão, que foi duas vezes em peregrinação a jerusalém e restaurou a igreja catedral."
12,2024-11-06,"Em Le Dorat, no território de Limoges, na Aquitânia, São Teobaldo , presbítero, que, sendo cónego regular, exerceu a função de ostiário da igreja e nunca saiu do cenóbio senão para assistir aos enfermos e providenciar às suas necessidades.",(† 1070),"em le dorat, no território de limoges, na aquitânia, são teobaldo , presbítero, que, sendo cónego regular, exerceu a função de ostiário da igreja e nunca saiu do cenóbio senão para assistir aos enfermos e providenciar às suas necessidades."
13,2024-11-06,"Perto de Colónia, na Lotaríngia, na actual Alemanha, a Beata Cristina de Stolmeln , virgem, que, em plena comunhão com a paixão de Cristo, superou todas as tentações do mundo.",(† 1312),"perto de colónia, na lotaríngia, na actual alemanha, a beata cristina de stolmeln , virgem, que, em plena comunhão com a paixão de cristo, superou todas as tentações do mundo."
14,2024-11-06,"Em Nishizaka, no Japão, o Beato Tomás de Santo Agostinho (Tomás Ochia Jihyoe “Kintsuba”), presbítero da Ordem de Santo Agostinho.",(† 1637),"em nishizaka, no japão, o beato tomás de santo agostinho (tomás ochia jihyoe “kintsuba”), presbítero da ordem de santo agostinho."
1,2024-11-07,"Em Pádua, na Venécia, região da Itália, São Prosdócimo , que é considerado o primeiro bispo desta Igreja.",(† s. III),"em pádua, na venécia, região da itália, são prosdócimo , que é considerado o primeiro bispo desta igreja."
2,2024-11-07,"Em Neocesareia, no Ponto, na actual Turquia, Santo Atenodoro , bispo, irmão de São Gregório Taumaturgo, tão eminente nas ciências divinas que, apesar da sua juventude, foi considerado digno de exercer o ministério episcopal.",(† s. III),"em neocesareia, no ponto, na actual turquia, santo atenodoro , bispo, irmão de são gregório taumaturgo, tão eminente nas ciências divinas que, apesar da sua juventude, foi considerado digno de exercer o ministério episcopal."
3,2024-11-07,"Em Albi, na Aquitânia, actualmente na França, a comemoração de Santo Amaranto , mártir.",(† c. s. III),"em albi, na aquitânia, actualmente na frança, a comemoração de santo amaranto , mártir."
4,2024-11-07,"Em Melitene, na Arménia, na Turquia, os santos Hierão e muitos seus companheiros, mártires.",(† s. IV),"em melitene, na arménia, na turquia, os santos hierão e muitos seus companheiros, mártires."
5,2024-11-07,"Em Perúgia, na Úmbria, região da Itália, Santo Herculano , bispo e mártir, que, por ordem de Totila, rei dos Godos, foi decapitado.",(† 548),"em perúgia, na úmbria, região da itália, santo herculano , bispo e mártir, que, por ordem de totila, rei dos godos, foi decapitado."
6,2024-11-07,"Em Tours, na Nêustria, São Baldo , bispo, que distribuiu em esmolas para os pobres o dinheiro que lhe tinha deixado o seu predecessor.",(† c. 552),"em tours, na nêustria, são baldo , bispo, que distribuiu em esmolas para os pobres o dinheiro que lhe tinha deixado o seu predecessor."
7,2024-11-07,"No lugar depois chamado Congresbury, na Inglaterra, São Cungaro , abade, bretão de nascimento, em cujo nome se honram muitas povoações e igrejas.",(† s. VI),"no lugar depois chamado congresbury, na inglaterra, são cungaro , abade, bretão de nascimento, em cujo nome se honram muitas povoações e igrejas."
8,2024-11-07,"Em Estrasburgo, na Borgonha, na hodierna França, a comemoração de São Florêncio , bispo, que sucedeu a Santo Argobasto.",(† a. 614),"em estrasburgo, na borgonha, na hodierna frança, a comemoração de são florêncio , bispo, que sucedeu a santo argobasto."
9,2024-11-07,"Em Echternach, na Austrásia, o sepultamento de São Vilibrordo , que, de origem inglesa, foi ordenado bispo de Utrecht pelo papa São Sérgio I, pregou o Evangelho na Frísia e na Dinamarca e fundou sedes episcopais e mosteiros, até que, extenuado pelo trabalho e debilitado pela idade, adormeceu no Senhor dentro dos muros do mosteiro que tinha construído.",(† 739),"em echternach, na austrásia, o sepultamento de são vilibrordo , que, de origem inglesa, foi ordenado bispo de utrecht pelo papa são sérgio i, pregou o evangelho na frísia e na dinamarca e fundou sedes episcopais e mosteiros, até que, extenuado pelo trabalho e debilitado pela idade, adormeceu no senhor dentro dos muros do mosteiro que tinha construído."
10,2024-11-07,"No monte Galésio, próximo de Éfeso, em território da actual Turquia, São Lázaro , estilita, que viveu em vários lugares durante muitos anos sobre a coluna, suportando peças de ferro e cadeias, sustentado apenas a pão e água, e com esta forma de vida atraiu a si muitos fiéis.",(† 1054),"no monte galésio, próximo de éfeso, em território da actual turquia, são lázaro , estilita, que viveu em vários lugares durante muitos anos sobre a coluna, suportando peças de ferro e cadeias, sustentado apenas a pão e água, e com esta forma de vida atraiu a si muitos fiéis."
11,2024-11-07,"Em Colónia, na Lotaríngia, actualmente na Alemanha, Santo Engelberto , bispo e mártir, que, por defender a justiça e a liberdade da Igreja, foi interceptado no caminho e espancado até à morte por uns sicários.",(† 1225),"em colónia, na lotaríngia, actualmente na alemanha, santo engelberto , bispo e mártir, que, por defender a justiça e a liberdade da igreja, foi interceptado no caminho e espancado até à morte por uns sicários."
