date,description,death_date
2024-09-11,"<p><strong>9*.   </strong>No mosteiro de Aulinas, na Calábria, região da Itália, Santo <strong>Elias</strong>, de sobrenome <strong>Espeleota</strong>, que seguiu a vida eremítica e depois cenobítica.</p>",(† 960)
2024-09-11,"<p><strong>10*.   </strong>Em Nagasáki, no Japão, os beatos <strong>Gaspar</strong> <strong>Koteda</strong>, catequista, e as crianças <strong>Francisco</strong> <strong>Takeya</strong> e <strong>Pedro</strong> <strong>Shichiemon</strong>, mártires, que, depois de seus pais terem sofrido o martírio na véspera deste dia, também eles padeceram por Cristo com a mesma força de ânimo o mesmo suplício da decapitação.</p>",(† 1622)
2024-09-11,"<p><strong>11*.   </strong>Em Roma, o Beato <strong>Boaventura</strong> <strong>de</strong> <strong>Barcelona</strong> (Miguel Gran), irmão da Ordem dos Frades Menores, que, animado pelo seu grande amor à observância regular, construiu em muitos lugares do território romano conventos destinados a retiros espirituais, manifestando sempre rigorosa austeridade de vida e caridade para com os pobres.</p>",(† 1648)
2024-09-11,"<p><strong>12*.   </strong>Num barco-prisão ancorado ao largo de Rochefort, na França, o Beato <strong>Francisco</strong> <strong>Mayaudon</strong>, presbítero e mártir, que, durante a Revolução Francesa, foi preso na galera por causa do sacerdócio e morreu consumido pela gangrena.</p>",(† 1794)
2024-09-11,"<p><strong>13.   </strong>Em Wuchang, no Hubei, província da China, São <strong>João</strong> <strong>Gabriel</strong> <strong>Perboyre</strong>, presbítero da Congregação da Missão e mártir, que, para pregar o Evangelho, se adaptou aos usos e costumes do lugar; mas, desencadeada a perseguição, sofreu um longo e penoso cárcere e, finalmente foi suspenso duma cruz e morreu estrangulado.</p>",(† 1840)
2024-09-11,"<p><strong>14*.   </strong>Em Barcelona, na Espanha, o Beato <strong>Pedro</strong> <strong>de Alcântara</strong> (Lourenço Villanueva Larrayoz), religioso da Ordem de São João de Deus e mártir, que, durante a perseguição contra a fé, sofreu o martírio por ser religioso.</p>",(† 1936)
2024-09-11,"<p><strong>15*.   </strong>Em Genovés, povoação do território de Valência, também na Espanha, o Beato <strong>José</strong> <strong>Maria</strong> <strong>Segura</strong> <strong>Panadés</strong>, presbítero e mártir, que na mesma perseguição derramou o seu sangue por Cristo.</p>",(† 1936)
2024-09-11,"<p><strong>16♦.   </strong>Em Hellin, perto de Albacete, também na Espanha, o Beato <strong>Fortunato Árias Sánchez</strong>, presbítero da diocese de Albacete e mártir, que, durante a perseguição contra a Igreja, foi assassinado em ódio ao sacerdócio.</p>",(† 1936)
2024-09-11,"<p><strong>17♦.   </strong>Em Krasica, na Croácia, o Beato <strong>Francisco João Bonifácio</strong>, presbítero da diocese de Trieste e mártir, que. durante a ocupação da sua pátria por um regime inumano e anti-religioso, foi cruelmente assassinado em ódio à Igreja e ao sacerdócio.</p>",(† 1946)
2024-09-12,"<p>Santíssimo <strong>Nome da Virgem Santa Maria</strong>. Neste dia se evoca o inefável amor da Mãe de Deus para com o seu santíssimo Filho e se propõe aos olhos dos fiéis a figura da Mãe do Redentor para ser piedosamente invocada.</p>
<p> </p>",
2024-09-12,"<p><strong>2.   </strong>Na Bitínia, na hodierna Turquia, Santo <strong>Autónomo</strong>, bispo e mártir.</p>",(† c. s. III)
2024-09-12,"<p><strong>3.   </strong>Em Alexandria, no Egipto, os santos <strong>Crónides</strong>, <strong>Leôncio</strong> e <strong>Serapião</strong>, que, segundo a tradição, foram lançados ao mar no tempo do imperador Maximino por confessarem o nome de Cristo.</p>",(† s. III)
2024-09-12,"<p><strong>4*.   </strong>Em Imlech, cidade da Momónia, província da Irlanda, Santo <strong>Albeu</strong>, bispo, que pregou o Evangelho em muitos lugares desta ilha.</p>",(† c. 528)
2024-09-12,"<p><strong>5.   </strong>Em Anderlecht, no Brabante, actualmente na Bélgica, São <strong>Guido</strong>, que depois de ter sido sacristão da igreja de Mariensee, se dedicou com suma liberalidade ao auxílio dos pobres, fez-se peregrino dos Lugares Santos durante sete anos e finalmente regressou à sua terra, onde morreu piedosamente.</p>",(† c.1012)
2024-09-12,"<p><strong>6*.   </strong>Em Omura, no Japão, os beatos <strong>Apolinário</strong> <strong>Franco</strong>, da Ordem dos Frades Menores, e <strong>Tomás</strong> <strong>Zumárraga</strong>, da Ordem dos Pregadores, presbíteros, e <strong>quatro</strong> <strong>companheiros</strong><a href=""#_ftn1"" name=""_ftnref1"">[1]</a>, mártires, que, em ódio à fé cristã, foram metidos no cárcere e depois queimados vivos.</p>
<p> </p>
<hr/>
<p><a href=""#_ftnref1"" name=""_ftn1"">[1]</a>  São estes os seus nomes: Francisco de São Boaventura e Pedro de Santa Clara, religiosos da Ordem dos Frades Menores, e Domingos Magoshichi e Mateus de São Tomás Chiwiato, religiosos da Ordem dos Pregadores.</p>
<p> </p>",(† 1622)
2024-09-12,"<p><strong>7*.   </strong>Num barco-prisão ancorado ao largo de Rochefort, na França, o Beato <strong>Pedro Sulpício Cristóvão Faverge</strong>, irmão da Congregação dos Irmãos das Escolas Cristãs e mártir, que, tendo sido encarcerado durante a Revolução Francesa por ser religioso, dedicou todos os seus cuidados aos companheiros de prisão, até que, atingido por uma enfermidade contagiosa, morreu piedosamente.</p>",(† 1794)
2024-09-12,"<p><strong>8.   </strong>Em Seul, na Coreia, São <strong>Francisco Ch’oe Kyong-hwan</strong>, mártir, que era catequista e, recusando abjurar da fé cristã ante a intimação do governador, foi recluído no cárcere, onde continuou a dedicar-se à oração e à catequese, até que, extenuado pela atrocidade dos tormentos, consumou o seu martírio.</p>",(† 1839)
2024-09-12,"<p><strong>9♦.   </strong>Em Trévi, cidade da Úmbria, região da Itália, <strong>Maria Luísa</strong> (Gertrudes Prósperi), abadessa da Ordem de São Bento, dotada de experiências espirituais extraordinárias e generosidade para com os necessitados.</p>",(† 1847)
2024-09-12,"<p><strong>10♦.   </strong>Em Ruidellots, perto de Gerona, na Espanha, os beatos <strong>Emério José</strong> (José Plana Rebugent), e <strong>Hugo Julião</strong> (Julião Delgado Díez), religiosos da Congregação dos Irmãos das Escolas Cristãs e mártires, que, na mesma perseguição, em virtude da sua intrépida fidelidade recebeu do Senhor a recompensa eterna.</p>",(† 1936)
2024-09-12,"<p><strong>11♦.   </strong>Em Manlleu, perto de Barcelona, também na Espanha, o Beato <strong>Miguel de Jesus</strong> (Jaime Puigferrer Mora), religioso da Congregação dos Irmãos das Escolas Cristãs e mártir, que, na violenta perseguição contra a Igreja, foi assassinado em ódio à vida religiosa.</p>",(† 1936)
2024-09-13,"<p>Memória de São <strong>João</strong>, bispo de Constantinopla e doutor da Igreja, que, nascido em Antioquia e ordenado sacerdote, mereceu pela sua eloquência sublime ser chamado <strong>Crisóstomo</strong> e, eleito bispo desta sede, se revelou como grande pastor da Igreja e mestre da fé. Condenado pelos seus inimigos ao exílio, foi daí chamado de novo à sua sede por decreto do papa Inocêncio I e, durante a viagem de regresso, sofrendo muitos maus tratos dos soldados que o acompanhavam, entregou a sua alma a Deus no dia catorze de Setembro, em Comana, no Ponto, hoje Gumenek, na Turquia.</p>
<p> </p>",(† 407)
2024-09-13,"<p><strong>2.   </strong>Em Ancira, na Galácia, hoje Ancara, também na Turquia, São <strong>Juliano</strong>, presbítero e mártir no tempo do imperador Licínio.</p>",(† s. IV)
2024-09-13,"<p><strong>3.   </strong>Em Jerusalém, a dedicação das basílicas que o imperador Constantino quis piedosamente edificar sobre o monte Calvário e sobre o sepulcro do Senhor.</p>",(† 355)
2024-09-13,"<p><strong>4.   </strong>Em Tours, na Gália Lionense, hoje na França, São <strong>Litório</strong>, bispo, que foi o primeiro a construir uma igreja dentro dos muros da cidade, onde já anteriormente havia cristãos.</p>",(† 371)
2024-09-13,"<p><strong>5.   </strong>Em Valence, na Gália Lionense, também na actual França, Santo <strong>Emiliano</strong>, venerado como o primeiro bispo desta cidade.</p>",(† d. 374)
2024-09-13,"<p><strong>6.   </strong>Em Cartago, na hodierna Tunísia, São <strong>Marcelino</strong>, mártir, que, sendo tribuno e muito amigo de Santo Agostinho e de São Jerónimo, sob a pressão do usurpador Heracliano foi acusado falsamente e morto inocente pelos hereges donatistas, por defenser a fé católica.</p>",(† 413)
2024-09-13,"<p><strong>7.   </strong>Em Angers, na Gália Lionense, actualmente na França, São <strong>Maurílio</strong>, bispo, que, nascido em Milão, foi ao encontro de São Martinho de Tours, pelo qual foi ordenado presbítero e enviado a dirigir a Igreja de Chalonnes-sur-Loire; eleito bispo, empenhou-se infatigavelmente em erradicar as superstições pagãs dos povos rurais.</p>",(† 453)
2024-09-13,"<p><strong>8.   </strong>Nos montes Vosgos, na Nêustria, também na actual França, Santo <strong>Amado</strong>, presbítero e abade, insigne pela sua austeridade, jejuns e amor à solidão, que dirigiu sabiamente o mosteiro de Habend, depois denominado Remiremont, por ele fundado juntamente com São Romarico.</p>",(† c. 629)
2024-09-13,"<p><strong>9.   </strong>Na ilha de Tino, no golfo de La Spézia, na Ligúria, região da Itália, São <strong>Venério</strong>, eremita.</p>",(† s. VII)
2024-09-13,"<p><strong>10.   </strong>Em Breuil, na Gália Ambianense, hoje na França, o passamento de Santo <strong>Amado</strong>, bispo de Sion, na Suíça, que, por ordem do rei Teodorico II, foi mandado para o exílio e aí morreu.</p>",(† c. 690)
2024-09-13,"<p><strong>11*.   </strong>Em Toledo, na Espanha, a Beata <strong>Maria de Jesus </strong>(Maria López de Rivas), virgem da Ordem das Carmelitas Descalças, que teve a graça extraordinária da comunicação das dores da Paixão do Senhor, tanto na alma como no corpo, permanecendo sempre humilde e paciente em tudo.</p>",(† 1640)
2024-09-13,"<p><strong>12*.   </strong>Num barco-prisão ancorado ao largo de Rochefort, na França, o Beato <strong>Cláudio</strong> <strong>Dumonet</strong>, presbítero e mártir, que, sendo mestre de artes, durante a perseguição religiosa foi encerrado na esquálida galera, onde, com os pés encadeados e desfalecido pela febre e condições desumanas, morreu por Cristo.</p>",(† 1794)
2024-09-13,"<p><strong>13*.   </strong>Em Almeria, na Andaluzia, região da Espanha, o Beato <strong>Aurélio Maria</strong> (Benvindo Villalon Acebron), irmão da Congregação dos Irmãos das Escolas Cristãs e mártir, assassinado em ódio à Igreja.</p>",(† 1936)
2024-09-14,"<p>Festa da <strong>Exaltação da Santa Cruz</strong>, que, no dia seguinte à dedicação da basílica da Ressurreição, erigida sobre o sepulcro de Cristo, é exaltada e honrada como o troféu da sua vitória pascal e sinal que há-de aparecer no céu para anunciar a todos a segunda vinda do Senhor.</p>
<p> </p>",
2024-09-14,"<p><strong>2.   </strong>Em Roma, junto à Via Ápia, na cripta de Lucina do cemitério de Calisto, o sepultamento de São <strong>Cornélio</strong>, papa e mártir, que se opôs tenazmente ao cisma de Novaciano e recebeu com grande caridade na comunhão da Igreja muitos dos que tinham caído no cisma; exilado pelo imperador Galo para Civitavécchia, sofreu, segundo o testemunho de São Cipriano, tudo o que se podia sofrer. A sua memória celebra-se depois de amanhã.</p>",(† 252)
2024-09-14,"<p><strong>3.   </strong>Em Cartago, na hodierna Tunísia, a paixão de São <strong>Cipriano</strong>, bispo, admirável pela sua santidade e doutrina, que dirigu excelentemente a Igreja em tempos muito adversos, encorajou os confessores da fé nas suas tribulações e, no tempo dos imperadores Valeriano e Galieno, depois de um atribulado exílio, consumou o seu martírio diante de uma grande multidão, morto ao fio da espada por ordem do procônsul. A sua memória celebra-se depois de amanhã.</p>",(† 258)
2024-09-14,"<p><strong>4.   </strong>Em Colónia, na Germânia, hoje na Alemanha, São <strong>Materno</strong>, bispo, que conduziu à fé de Cristo os habitantes de Tongres, Colónia e Tréveris.</p>",(† d. 314)
2024-09-14,"<p><strong>5.   </strong>Em Comana, no Ponto, hoje Gumenek, na Turquia, o dia natal de São <strong>João</strong> <strong>Crisóstomo</strong>, cuja memória se celebra na véspera deste dia.</p>",(† 407)
2024-09-14,"<p><strong>6.   </strong>No mosteiro de Bellevaux, no território de Besançon, o passamento de São <strong>Pedro</strong>, bispo, que, sendo abade cisterciense, foi elevado à sede episcopal de Moutiers, que dirigiu com ardente zelo, trabalhando também valorosamente pela concórdia entre os povos.</p>",(† 1174)
2024-09-14,"<p><strong>7.   </strong>Em Akko, na Palestina, Santo <strong>Alberto</strong>, bispo, que, transferido da Igreja de Vercelas para a Igreja de Jerusalém, compôs uma regra para os eremitas do monte Carmelo e, quando celebrava a festa da Exaltação da Santa Cruz, foi passado à espada por um homem ímpio que ele tinha repreendido.</p>",(† 1215)
2024-09-14,"<p><strong>8*.   </strong>Em Ében, povoação do Tirol, na hodierna Áustria, Santa <strong>Notburga</strong>, virgem, que, dedicada à vida doméstica, serviu a Cristo nos pobres, dando aos camponeses um admirável exemplo de santidade.</p>",(† 1313)
2024-09-14,"<p><strong>9*.   </strong>Num barco-prisão ancorado ao largo de Rochefort, no litoral da França, o Beato <strong>Cláudio</strong> <strong>Laplace</strong>, presbítero e mártir, que, durante a Revolução Francesa, encerrado na galera por causa do sacerdócio, morreu contagiado por uma grave enfermidade.</p>",(† 1794)
2024-09-14,"<p><strong>10.   </strong>Em Chengdu, cidade do Sichuan, província da China, São <strong>Gabriel</strong> <strong>Taurino</strong> <strong>Dufresse</strong>, bispo e mártir, que culminou com o martírio por decapitação a intensa actividade apostólica a que se dedicou durante quarenta anos.</p>",(† 1815)
2024-09-14,"<p><strong>11♦.</strong>   Em Madrid, na Espanha, os beatos <strong>Sabino Ayastuy Errasti</strong>, <strong>Joaquim Ochoa Salazar </strong>e<strong> Florêncio Arnaiz Cejudo</strong>, religiosos da Companhia de Maria e mártires, que, durante a perseguição contra a fé, alcançaram a glória celeste.</p>",(† 1936)
2024-09-14,"<p><strong>12♦.   </strong>Também em Madrid, <strong>Manuel Álvarez Álvarez</strong>, presbítero, e <strong>Teófilo Montes Calvo</strong>, religioso, ambos da Ordem dos Pregadores e mártires, que, na mesma perseguição, alcançaram a palma da glória celeste. </p>",(† 1936)
2024-09-15,"<p>Memória de <strong>Nossa Senhora das Dores</strong>, que, estando de pé junto à cruz de Jesus, foi associada íntima e fielmente à paixão salvífica do seu Filho e se apresentou como a nova Eva, de modo que, assim como a desobediência da primeira mulher conduziu à morte, assim a admirável obediência da Virgem Maria trouxe a vida.</p>
<p> </p>",
