date,description,death_date
2024-08-12,"<p><strong>10*.   </strong>Num sórdido barco-prisão ancorado ao largo de Rochefort, na França, o Beato <strong>Pedro Jarrige de la Morélie de Puyredon</strong>, presbítero e mártir, que, durante a violenta perseguição contra a Igreja, exposto sem interrupção à ardente irradiação solar, morreu por Cristo.</p>",(† 1794)
2024-08-12,"<p><strong>11.   </strong>Em Nam Dinh, cidade do Tonquim, hoje no Vietnam, os santos mártires <strong>Tiago Dô Mai Nam My</strong>, presbítero, <strong>António Nguyen Dich</strong>, agricultor, e<strong> Miguel Hguyen Huy My</strong>, médico, que, no tempo do imperador Minh Mang, depois de cruéis suplícios, foram decapitados por serem cristãos. </p>",(† 1838)
2024-08-12,"<p><strong>12*.   </strong>Em Hornachuelos, vila próxima de Córdova, na Espanha, a Beata <strong>Vitória Díez y Bustos de Molina</strong>, virgem e mártir, que exerceu o ofício de professora no Instituto Teresiano e, durante a violenta perseguição contra a Igreja, proclamou a sua fé cristã e sofreu o martírio, enquanto exortava os outros a seguir o mesmo caminho.</p>",(† 1936)
2024-08-12,"<p><strong>13*.   </strong>Em Valdemoro, próximo de Madrid, também na Espanha, o Beato <strong>Flávio </strong>(Atilano Dionísio Argüeso González), religioso da Ordem de São João de Deus e mártir, que, na mesma perseguição, foi morto em ódio à fé cristã.</p>",(† 1936)
2024-08-12,"<p><strong>14*.   </strong>Em Barbastro, próximo de Huesca, no território de Aragão, também na Espanha, os beatos <strong>Sebastião Calvo Martínez</strong>, presbítero, e <strong>cinco companheiros</strong><a href=""#_ftn1"" name=""_ftnref1"">[1]</a>, mártires, religiosos da Congregação dos Missionários Filhos do Imaculado Coração de Maria, que, na mesma perseguição, terminaram vitoriosos o glorioso combate.</p>
<p> </p>
<hr/>
<p><a href=""#_ftnref1"" name=""_ftn1"">[1]</a>  Estes são os seus nomes: Pedro Cunill Padrós, José Pavón Bueno, Nicásio Sierra Ucar, presbíteros; Venceslau Claris Vilarregut, subdiácono; Gregório Chirivás Lacambra, religioso.</p>
<p> </p>",(† 1936)
2024-08-12,"<p><strong>15*.   </strong>Em Tarragona, também na Espanha, o Beato <strong>António Perulles Estivill</strong>, presbítero da Irmandade de Sacerdotes Operários Diocesanos e mártir, que, na mesma violenta perseguição, consumou na rua o seu martírio.</p>",(† 1936)
2024-08-12,"<p><strong>16♦.   </strong>Em Fuencarral, na cidade de Madrid, também na Espanha, o Beato <strong>Boaventura Garcia Paredes</strong>, presbítero da Ordem dos Pregadores e mártir na mesma perseguição religiosa.</p>",(† 1936)
2024-08-12,"<p><strong>17♦.   </strong>Em Puente del Arzobispo, próximo de Toledo, também na Espanha, o Beato <strong>Domingos Sánchez Lázaro</strong>, presbítero da diocese de Toledo e mártir, que, durante a mesma perseguição, pela perseverança na fé mereceu configurar-se com Cristo.</p>",(† 1936)
2024-08-12,"<p><strong>18♦.   </strong>Em Villacañas, próximo de Toledo, também na Espanha, o Beato <strong>Francisco Maqueda López</strong>, candidato ao presbiterado e mártir, que, durante a perseguição, suportou por amor de Cristo todas as adversidades até alcançar a palma celeste.</p>",(† 1936)
2024-08-12,"<p><strong>19*.   </strong>Em Dachau, próximo de Munique da Baviera, na Alemanha, os beatos <strong>Floriano Stepniak</strong>, da Ordem dos Frades Menores Capuchinhos, e <strong>José Straszewski</strong>, presbíteros e mártires, que, durante a invasão militar da Polónia, morreram no campo de concentração envenenados numa câmara de gás.</p>",(† 1942)
2024-08-12,"<p><strong>20*.   </strong>Em Planegg, também próximo de Munique da Baviera, na Alemanha, o Beato <strong>Carlos Leisner</strong>, presbítero do Movimento Apostólico de Shönstatt e mártir, que, ainda diácono, por causa da sua pública profissão de fé e incansável zelo apostólico, foi metido no cárcere e, ordenado sacerdote no campo de concentração de Dachau, depois de ter saído em liberdade, morreu devido aos tormentos sofridos no cativeiro.</p>",(† 1945)
2024-08-13,"<p>Santos mártires <strong>Ponciano</strong>, papa, e <strong>Hipólito</strong>, presbítero, que foram deportados juntamente para a Sardenha, onde cumpriram a mesma pena da condenação e, ao que parece, ao mesmo tempo alcançaram a mesma coroa de glória. Os seus corpos foram sepultados em Roma: Ponciano no cemitério da Via Tiburtina, Hipólito no cemitério de Calisto.</p>
<p> </p>",(† c. 236)
2024-08-13,"<p><strong>2.   </strong>Em Ímola, na Flamínia, hoje na Emília Romanha, região da Itália, São <strong>Cassiano</strong>, mártir, que, por ter recusado sacrificar aos ídolos, foi condenado e entregue às crianças de quem tinha sido professor, para que o torturassem com os estiletes usados para escrever, tornando a pena do martírio tanto mais dolorosa quanto menos pesada era a mão que o feria.</p>",(† c. 300)
2024-08-13,"<p><strong>3.   </strong>Em Lião, na Gália, actualmente na França, Santo <strong>Antíoco</strong>, bispo, que, ainda na situação de presbítero, fez uma longa viagem para visitar o seu antigo bispo São Justo, que então vivia num ermo do Egipto.</p>",(† c. 500)
2024-08-13,"<p><strong>4.   </strong>Em Poitiers, na Aquitânia, também na actual França, Santa <strong>Radegunda</strong>, rainha dos Francos, que, vivendo ainda Clotário, seu esposo, recebeu o sagrado véu e entrou no mosteiro da Santa Cruz de Poitiers, que ela própria tinha feito construir, sob a Regra de São Cesário de Arles.</p>",(† 587)
2024-08-13,"<p><strong>5.   </strong>Em Skemáris, na região de Lazika, situada na cordilheira do Cáucaso, o passamento de São <strong>Máximo</strong> <strong>Confessor</strong>, abade de Crisópolis, perto de Constantinopla, insigne pela sua doutrina e zelo pela verdade católica, que, por ter enfrentado corajosamente a heresia dos monotelistas, foi condenado pelo imperador herético Constante à mutilação da sua mão direita e, juntamente com dois dos seus discípulos, Anastásio o Monge e Anastásio Apocrisário, depois de suportar um atroz cativeiro e muitas sevícias, foi desterrado para o território da Lazika, onde entregou o espírito a Deus.</p>",(† 662)
2024-08-13,"<p><strong>6.   </strong>Em Fritzlar, no território do Hesse, na Austrásia, hoje na Alemanha, São <strong>Vigberto</strong>, presbítero e abade, a quem São Bonifácio confiou o cuidado do mosteiro deste lugar.</p>",(† c. 739)
2024-08-13,"<p><strong>7*.   </strong>No mosteiro de Altenberg, no território de Wetzlar, também na Alemanha, a Beata <strong>Gertrudes</strong>, abadessa da Ordem Premonstratense, que, ainda criança, foi oferecida a Deus neste lugar por sua mãe, Santa Isabel, rainha da Hungria.</p>",(† 1297)
2024-08-13,"<p><strong>8*.   </strong>Em Kilmallock, na Irlanda, os beatos <strong>Patrício O’Healy</strong>, bispo de Mayo, e <strong>Cono O’Rourke</strong>, presbítero, ambos da Ordem dos Frades Menores, que, no reinado de Isabel I, por causa do seu sacerdócio declarado abertamente, foram condenados à morte e executados no patíbulo.</p>",(† 1579)
2024-08-13,"<p><strong>9*.   </strong>Em Warwick, na Inglaterra, o Beato <strong>Guilherme Freeman</strong>, presbítero e mártir, que, também condenado à morte no mesmo reinado de Isabel I apenas por ser sacerdote católico, diante do patíbulo começou a cantar o «Te Deum» e se dirigiu corajosamente para o suplício do martírio.</p>",(† 1595)
2024-08-13,"<p><strong>10.   </strong>Em Roma, São <strong>João</strong> <strong>Berchmans</strong>, religioso da Companhia de Jesus, que, muito admirado por todos em virtude da sua sincera piedade, verdadeira caridade e constante bom humor, depois de uma breve enfermidade foi ao encontro da morte com a mesma alegria.</p>",(† 1621)
2024-08-13,"<p><strong>11*.   </strong>Em Viena, na Áustria, o Beato <strong>Marcos de Aviano</strong> (Carlos Domingos) <strong>Cristófori</strong>, presbítero da Ordem dos Frades Menores Capuchinhos, eminente pregador da palavra de Deus, que se dedicou sempre ao cuidado dos pobres e dos enfermos, incitanto especialmente os poderosos do mundo, para que buscassem acima de tudo a fé e a paz.</p>",(† 1699)
2024-08-13,"<p><strong>12*.   </strong>Num barco-prisão ancorado ao largo de Rochefort, na França, o Beato <strong>Pedro</strong> <strong>Gabilhaud</strong>, presbítero e mártir, que, detido durante a Revolução Francesa por causa do seu sacerdócio, pereceu de inanição e enfermidade.</p>",(† 1794)
2024-08-13,"<p><strong>13.   </strong>Em Saugues, povoação próxima de Le Puy-en-Velay, também na França, São <strong>Benildo</strong> (Pedro Romançon), da Congregação dos Irmãos das Escolas Cristãs, que dedicou a sua vida à formação da juventude.</p>",(† 1862)
2024-08-13,"<p><strong>14*.   </strong>Em Barbastro, próximo de Huesca, cidade de Aragão, na Espanha, os beatos <strong>Secundino</strong> <strong>Maria</strong> <strong>Ortega</strong> <strong>Garcia</strong>, presbítero, e <strong>dezanove</strong> <strong>companheiros</strong><a href=""#_ftn1"" name=""_ftnref1"">[1]</a>, mártires, religiosos da Congregação dos Missionários Filhos do Imaculado Coração de Maria, que, na violenta perseguição contra a Igreja, foram mortos em ódio à vida religiosa.</p>
<p> </p>
<hr/>
<p><a href=""#_ftnref1"" name=""_ftn1"">[1]</a>  Estes são os seus nomes: Antonino Calvo Calvo, António Maria Dalmau Rosich, João Echárri Vique, Pedro Garcia Bernal, Hilário Maria Llorente Martin, Salvador Pigem Serra, leitores; Xavier Luís Bandrés Jiménez, José Brengaret Pujol, Tomás Capdvila Miró, Estêvão Casadevall Puig, Eusébio Codina Millá, João Codinachs Tuneu, Raimundo Novich Rabionet, José Maria Ormo Seró, Teodoro Ruiz de Larrinaga Garcia, João Sánchez Munárriz, Manuel Torras Sais, Manuel Buil Lalueza, Afonso Miquel Garriga, religiosos.</p>
<p> </p>",(† 1936)
2024-08-13,"<p><strong>15*.   </strong>Em Almazora, povoação da província de Castellon, também na Espanha, o Beato <strong>João</strong> <strong>Agramunt</strong>, presbítero da Ordem dos Clérigos Regrantes das Escolas Pias e mártir na mesma perseguição.</p>",(† 1936)
2024-08-13,"<p><strong>16*.   </strong>Em Albocácer, também na província de Castellon, o Beato <strong>Modesto</strong> <strong>Garcia</strong> <strong>Marti</strong>, presbítero da Ordem dos Frades Menores Capuchinhos e mártir, que, na perseguição contra a Igreja, consumou o seu compromisso pela fé evangélica com o martírio.</p>",(† 1936)
2024-08-13,"<p><strong>17*.   </strong>Em Barcelona, também na Espanha, o Beato <strong>José</strong> <strong>Bonet</strong> <strong>Nadal</strong>, presbítero da Sociedade Salesiana e mártir, que, durante a mesma perseguição, consumou gloriosamente o seu combate pela fé.</p>",(† 1936)
2024-08-13,"<p><strong>18♦.   </strong>Em Revolts de Torrent, localidade da província de Girona, também na Espanha, os beatos <strong>Francisco Alfredo</strong> (Francisco Mallo Sánchez) e <strong>Hilarião Eugénio</strong> (Eugénio Cuesta Padierna), religiosos da Congregação dos Irmãos das Escolas Cristãs e mártires, que, na cruel perseguição religiosa, alcançou a palma do martírio por Cristo e pela Igreja.</p>",(† 1936)
2024-08-13,"<p><strong>19♦.   </strong>Em Madrid, também na Espanha, os beatos <strong>Inocêncio Garcia Díez </strong>e <strong>Reginaldo Hernández Ramírez</strong>, presbíteros da Ordem dos Pregadores e mártires, que, na mesma  perseguição contra a fé cristã, recebeu a coroa de glória por dar testemunho de Cristo.</p>",(† 1936)
2024-08-13,"<p><strong>20♦.</strong>    Em Salás de Palarrds, perto de Lérida, também na Espanha, os beatos <strong>José Tàpies Sirvant </strong>e<strong> seis companheiros</strong><a href=""#_ftn2"" name=""_ftnref1"">[2]</a>, presbíteros da diocese de Urgel e mártires, que, durante a mesma perseguição religiosa, foi ao encontro de Cristo na glória celeste.</p>
<p> </p>
<hr/>
<p><a href=""#_ftnref2"" name=""_ftn2"">[2]</a>  São estes os seus nomes: Francisco Castells Brenuy, José Boher Foix, Pascoal Araguás Guárdia, Pedro Martret Moles, Silvestre Arnau Pasquet e José João Perot Juanmartí.</p>
<p> </p>",(† 1936)
2024-08-13,"<p><strong>21*.   </strong>Em Berlim, no lugar chamado Plötzensee, na Alemanha, o Beato <strong>Tiago</strong> <strong>Gapp</strong>, presbítero da Sociedade de Maria e mártir, que proclamava com firmeza serem absolutamente incompatíveis com a doutrina cristã os iníquos actos do regime militar inimigo da dignidade humana e cristã; por isso, submetido a numerosas perseguições, exilou-se na França e na Espanha; mas, tendo sido preso por emissários do tirano regime, foi finalmente condenado à morte e decapitado.</p>",(† 1943)
2024-08-14,"<p>Memória de São <strong>Maximiliano</strong> <strong>Maria</strong> <strong>Kolbe </strong>(Raimundo), presbítero da Ordem dos Frades Menores Conventuais e mártir, fundador da Milícia de Maria Imaculada, que, deportado para diversos lugares de cativeiro e encerrado finalmente no campo de concentração de Auschwitz, próximo de Cracóvia, na Polónia, se ofereceu aos algozes para substituir um companheiro de prisão condenado à morte, transformando o seu ministério num holocausto de caridade e exemplo de fidelidade a Deus e aos homens.</p>
<p> </p>",(† 1941)
2024-08-14,"<p><strong>2.   </strong>No Hilírico, na hodierna Croácia, Santo <strong>Ursicino</strong>, mártir.</p>",(† s. IV)
2024-08-14,"<p><strong>3.   </strong>Em Apameia, na Síria, São <strong>Marcelo</strong>, bispo e mártir, que foi morto pelos pagãos, enfurecidos por ele ter destruído um templo dedicado a Júpiter.</p>",(† c. 390)
2024-08-14,"<p><strong>4.   </strong>Em Roma, Santo <strong>Eusébio</strong>, que edificou a igreja do seu título no monte Esquilino. († s. IV-V)</p>",(† s. IV-V)
2024-08-14,"<p><strong>5.   </strong>Em Ross, na Irlanda, São <strong>Facanano</strong>, bispo e abade, que ali construiu um mosteiro, célebre pelo ensino de ciências sagradas e humanas.</p>",(† s. VI)
2024-08-14,"<p><strong>6.   </strong>Em Oudenburg, na Flandres, actualmente na Bélgica, o passamento de Santo <strong>Arnolfo</strong>, bispo de Soissons, que deixou a vida militar para abraçar a vida monástica e, eleito bispo, trabalhou arduamente pela paz e concórdia, e morreu finalmente no mosteiro por ele fundado.</p>",(† 1087)
2024-08-14,"<p><strong>7*.   </strong>Próximo de Montebaróccio, no Piceno, hoje nas Marcas, região da Itália, o Beato<strong> Santo de Urbino Brancorsíni</strong>, irmão leigo da Ordem dos Menores.</p>",(† 1390)
2024-08-14,"<p><strong>8*.   </strong>Em Otranto, na Apúlia, região da Itália, cerca de <strong>oitocentos</strong> <strong>santos</strong> <strong>mártires</strong>, que, constrangidos a renegar a fé durante uma incursão dos soldados otomanos, mas exortados por Santo <strong>António Primaldo</strong>, idoso tecelão, a perseverar na fé de Cristo, foram decapitados e receberam a coroa do martírio.</p>",(† 1480)
2024-08-14,"<p><strong>9.   </strong>Em Nagasáki, no Japão, os santos mártires <strong>Domingos Ibáñes de Erquícia</strong>, presbítero da Ordem dos Pregadores, e <strong>Francisco Shoyemon</strong>, noviço da mesma Ordem, catequista, que, em ódio ao nome cristão, foram mortos pelo comandante supremo Tokugawa Yemítsu.</p>",(† 1633)
2024-08-14,"<p><strong>10*.   </strong>Em Coriano, na Emília-Romanha, região da Itália, a Beata <strong>Isabel</strong> <strong>Rénzi</strong>, virgem, fundadora da Congregação das Piedosas Mestras de Nossa Senhora das Dores, que dedicou toda a sua energia para que as jovens pobres tivessem uma formação humana e catequética nas escolas.</p>",(† 1859)
2024-08-14,"<p><strong>11*.   </strong>Em Picassent, localidade da província de Valência, na Espanha, o Beato <strong>Vicente Rubiols Castelló</strong>, presbítero e mártir, que, durante a perseguição contra a fé, deu testemunho de Cristo com o martírio.</p>",(† 1936)
2024-08-14,"<p><strong>12*.   </strong>Em El Saler, junto da cidade de Valência, na Espanha, o Beato <strong>Félix</strong> <strong>Yuste</strong> <strong>Cava</strong>, presbítero e mártir, que, em virtude da sua intrépida fidelidade, recebeu do Senhor a recompensa eterna.</p>",(† 1936)
2024-08-14,"<p><strong>13♦.   </strong>Perto de Barcelona, também na Espanha, a Beata <strong>Maria do Patrocínio de São José</strong> (Maria de Puiggraciós Josefa Francisca Badia Flaquer), virgem da Ordem das Carmelitas e mártir, que, na mesma perseguição, mereceu entrar no banquete celeste. </p>",(† 1936)
2024-08-15,"<p>Solenidade da <strong>Assunção da Virgem Santa Maria</strong>, Mãe de Deus e Nosso Senhor Jesus Cristo, que, terminado o curso da sua vida terrena, foi elevada em corpo e alma à glória celeste. Esta verdade de fé recebida da tradição da Igreja foi solenemente definida pelo papa Pio XII.</p>
<p> </p>",
2024-08-15,"<p><strong>2.   </strong>Em Roma, no cemitério de Calisto, junto à Via Ápia, a comemoração de São <strong>Tarcísio</strong>, mártir, que, ao defender a Santíssima Eucaristia de Cristo que uma multidão furiosa de gentios pretendiam profanar, preferiu ser apedrejado até à morte, em vez de entregar aos cães as sagradas espécies.</p>",(† c. 257)
2024-08-15,"<p><strong>3.   </strong>Em Nicomédia, na Bitínia, hoje Izmit, na Turquia, os santos <strong>Estratão</strong>, <strong>Filipe</strong> e <strong>Eutiquiano</strong>, mártires.</p>",(† data inc.)
2024-08-15,"<p><strong>4.   </strong>Em Milão, na Ligúria, hoje na Lombardia, região da Itália, São <strong>Simpliciano</strong>, bispo, que Santo Ambrósio designou como seu sucessor e Santo Agostinho celebrou com grandes elogios.</p>",(† 401)
2024-08-15,"<p><strong>5.   </strong>Comemoração de Santo <strong>Alípio</strong>, bispo de Tagaste, na Numídia, actualmente na Argélia, que foi discípulo de Santo Agostinho, depois seu companheiro na conversão, colaborador no ministério pastoral, associado na luta contra os hereges e, finalmente, participante da mesma glória celeste.</p>",(† c. 430)
2024-08-15,"<p><strong>6*.   </strong>Em Hildesheim, na Saxónia, região da Alemanha, Santo <strong>Alfredo</strong>, bispo, que construiu a igreja catedral e favoreceu a fundação de vários mosteiros.</p>",(† 874)
2024-08-15,"<p><strong>7*.   </strong>Em Alba Regia, na Panónia, hoje Szekesfehervar, na Hungria, Santo <strong>Estêvão</strong>, rei da Hungria, cuja memória se celebra amanhã.</p>",(† 1038)
2024-08-15,"<p><strong>8.   </strong>Em Cracóvia, na Polónia, São <strong>Jacinto</strong>, presbítero da Ordem dos Pregadores, que foi designado por São Domingos para propagar a Ordem nesta nação e, com o Beato Ceslau e Henrique Germânico, pregou o Evangelho nos territórios da Boémia e da Silésia.</p>",(† 1257)
2024-08-15,"<p><strong>9*.   </strong>Em Savigliano, no Piemonte, região da Itália, o Beato <strong>Aimão</strong> <strong>Taparélli</strong>, presbítero da Ordem dos Pregadores, incansável defensor da verdade.</p>",(† 1495)
2024-08-15,"<p><strong>10*.   </strong>Em Pallanza, próximo de Novara, também na Itália, a Beata <strong>Juliana</strong> <strong>de Busto Arsízio</strong>, virgem da Ordem de Santo Agostinho, insigne pela sua invencível fortaleza de ânimo, admirável paciência e assídua contemplação das realidades celestes.</p>",(† 1501)
2024-08-15,"<p><strong>11.   </strong>Em Roma, Santo <strong>Estanislau</strong> <strong>Kostka</strong>, natural da Polónia, que, movido pelo desejo de entrar na Companhia de Jesus, fugiu da casa paterna e empreendeu a caminhada a pé para Roma, onde, admitido no noviciado por São Francisco de Borja, viveu pouco tempo, realizando serviços humildes, e morreu com auréola de santidade.</p>",(† 1568)
2024-08-15,"<p><strong>12*.   </strong>Na cidade de Wendo, próximo de Busira, na actual República Democrática do Congo, o Beato <strong>Isidoro</strong> <strong>Bakanja</strong>, mártir, que, iniciado na fé cristã ainda jovem, a cultivou com diligência e dela deu valoroso testemunho no seu trabalho; por isso, em ódio à religião cristã, foi atormentado com contínuas flagelações pelo director da companhia colonial onde trabalhava e, poucos meses depois, perdoando ao seu perseguidor, entregou o espírito a Deus.</p>",(† 1909)
2024-08-15,"<p><strong>13.   </strong>Em Chalchihuites, na região de Durango, no México, os santos mártires <strong>Luís</strong> <strong>Batis</strong> <strong>Sáinz</strong>, presbítero, <strong>Manuel</strong> <strong>Morales</strong>, pai de família, <strong>Salvador</strong> <strong>Lara</strong> <strong>Puente</strong> e <strong>David Roldán Lara</strong>, que, na perseguição mexicana, foram mortos em ódio ao nome cristão.</p>",(† 1926)
2024-08-15,"<p><strong>14*.   </strong>Em Barbastro, próximo de Huesca, no território de Aragão, na Espanha, os beatos <strong>Luís Masferrer Vila</strong>, presbítero, e <strong>dezanove</strong> <strong>companheiros</strong><a href=""#_ftn1"" name=""_ftnref1"">[1]</a>, mártires, religiosos da Congregação dos Missionários Filhos do Imaculado Coração de Maria, que, durante a violenta perseguição contra a Igreja, puseram nas mãos de Cristo a sua vida e foram juntar-se, na glória do Senhor, aos seus irmãos da Ordem assassinados no dia anterior e no mesmo lugar.</p>
<p> </p>
<hr/>
<p><a href=""#_ftnref1"" name=""_ftn1"">[1]</a>  São estes os seus nomes: José Maria Blasco Juan, Afonso Sorribes Teixidó, acólitos; José Maria Badía Mateu, José Figueiro Beltrán, Eduardo Ripoll Diego, Francisco Maria Roura Farró, Agostinho Viela Ezcúrdia, leitores; José Maria Amorós Hernández, João Baixeras Berenguer, Rafael Briega Morales, Luís Escalé Binefa, Raimundo Illa Salvía, Luís Lladó Teixidó, Miguel Masip González, Faustino Pérez Garcia, Sebastião Riera Coromina, José Maria Ros Florensa, Francisco Castan Messeguer e Manuel Martínez Jarauta, religiosos.</p>
<p> </p>",(† 1936)
2024-08-15,"<p><strong>15*.   </strong>Em Almazora, localidade próxima de Castellón, no litoral da Espanha, o Beato <strong>José Maria Peris Polo</strong>, presbítero da Sociedade dos Sacerdotes Operários Diocesanos e mártir, que, na mesma perseguição, morto no cemitério, alcançou a palma do martírio.</p>",(† 1936)
2024-08-15,"<p><strong>16*.   </strong>Em Madrid, também na Espanha, a Beata <strong>Maria do Sacrário de São Luís Gonzaga</strong> (Elvira Moragas Cantarero), virgem da Ordem das Carmelitas Descalças e mártir na mesma perseguição.</p>",(† 1936)
2024-08-15,"<p><strong>17*.   </strong>Também em Madrid, o Beato <strong>Domingos Maria de Alboraya </strong>(Agostinho Hurtado Soler), presbítero da Congregação dos Terciários Capuchinhos de Nossa Senhora das Dores, que, na mesma perseguição, por dar testemunho de Cristo, recebeu a coroa do martírio.</p>",(† 1936)
2024-08-15,"<p><strong>18*.   </strong>Em Motril, localidade próxima de Granada, no litoral da Espanha, o Beato <strong>Vicente</strong> <strong>Soler</strong>, presbítero da Ordem dos Agostinhos Recoletos e mártir, que, na mesma perseguição, com dezoito companheiros de cativeiro por ele piedosamente preparados para a morte, foi condenado à pena capital e, fuzilado junto aos muros do cemitério, alcançou a glória do triunfo em Cristo.</p>",(† 1936)
2024-08-15,"<p><strong>19*.   </strong>Em Palma de Gandia, localidade da região de Valência, também na Espanha, o Beato <strong>Carmelo</strong> <strong>Sastre</strong> <strong>Sastre</strong>, presbítero e mártir, que, na mesma perseguição, seguindo os passos de Cristo, com o auxílio da graça alcançou o reino da vida eterna.</p>",(† 1936)
2024-08-15,"<p><strong>20*.   </strong>Em Tárrega, povoação próxima de Barcelona, também na Espanha, o Beato <strong>Jaime</strong> <strong>Bonet</strong> <strong>Nadal</strong>, presbítero da Sociedade Salesiana e mártir, que, na mesma perseguição, como fiel discípulo, mereceu a salvação no sangue de Cristo.</p>",(† 1936)
2024-08-15,"<p><strong>21♦.</strong>   Em Madrid, também na Espanha, o Beato <strong>José Santoja Pinsach</strong>, presbítero da Ordem dos Pregadores e mártir, que na mesma perseguição religiosa entregou a sua alma a Deus.</p>",(† 1936)
2024-08-15,"<p><strong>22♦.   </strong>Em Málaga, também na Espanha, os beatos mártires <strong>Manuel Formigo Giráldez</strong>, presbítero da Ordem de Santo Agostinho, e <strong>Francisco Míguez Fernández</strong>, presbítero da Sociedade Salesiana, que, durante a mesma perseguição, alcançaram a palma da vitória no combate pela fé.</p>",(† 1936)
2024-08-15,"<p><strong>23♦.   </strong>Em Caldas de Oviedo, nas Astúrias, também na Espanha, o Beato <strong>Severiano Montes Fernández</strong>, presbítero da Ordem de Santo Agostinho e mártir, que, condenado na mesma perseguição religiosa, enfrentou a morte por Cristo com ânimo sereno e grande fortaleza.</p>",(† 1936)
2024-08-15,"<p><strong>24*.   </strong>Em Pádua, na Itália, o Beato <strong>Cláudio</strong> (Ricardo Granzotto), religioso da Ordem dos Frades Menores, que soube aliar o exercício da profissão religiosa com a arte da escultura e em poucos anos conseguiu a vida perfeita na imitação de Cristo.</p>",(† 1947)
2024-08-16,"<p>Santo <strong>Estêvão</strong>, rei da Hungria, que, renascido pelo Baptismo e tendo recebido do papa Silvestre II a coroa do reino, impulsionou a propagação da fé cristã entre os Húngaros, organizou a Igreja no seu reino e dotou-a de bens e mosteiros, foi justo e pacífico no governo dos seus súbditos, até que, em Alba Regia, hoje Szekesfehérvar, no dia da Assunção, a sua alma subiu ao Céu.</p>
<p> </p>",(†1038)
2024-08-16,"<p><strong>2.   </strong>Comemoração de Santo <strong>Arsácio</strong>, que, no tempo do imperador Licínio, professou a fé cristã e, deixando a vida militar, se retirou para a solidão em Nicomédia; finalmente, vaticinando a iminente destruição da cidade, enquanto orava entregou o seu espírito a Deus.</p>",(† c. 358)
2024-08-16,"<p><strong>3.   </strong>Em Sion, no território de Valais, na Helvécia, hoje na Suíça, São <strong>Teodoro</strong>, primeiro bispo desta cidade, que, seguindo o exemplo de Santo Ambrósio, defendeu a fé católica contra os arianos e recebeu com honras solenes as relíquias dos mártires de Agauno.</p>",(† s. IV)
2024-08-16,"<p><strong>4*.   </strong>Na Bretanha Menor, na hodierna França, Santo <strong>Armagilo</strong>, eremita.</p>",(† s. VI)
2024-08-16,"<p><strong>5*.   </strong>No território de Le Mans, na Gália, hoje também na França, São <strong>Frambaldo</strong>, monge, que seguiu ora a vida solitária ora a vida cenobítica.</p>",(† c. 650)
2024-08-16,"<p><strong>6*.   </strong>Na floresta de Rennes, na Bretanha Menor, também na França, o Beato <strong>Rodolfo</strong> <strong>de la Fustaie</strong>, presbítero, fundador do mosteiro de São Sulpício.</p>",(† 1129)
2024-08-16,"<p><strong>7*.   </strong>Em Subiaco, no Lácio, região da Itália, o Beato <strong>Lourenço</strong>, chamado <strong>Lorigado</strong>, que, tendo matado um homem acidentalmente, decidiu expiar a sua pena com extrema austeridade e penitência, vivendo solitariamente na caverna de um monte.</p>",(† 1243)
2024-08-16,"<p><strong>8.   </strong>Na Lombardia, também na Itália, São <strong>Roque</strong>, que, nascido em Montpellier, no Languedoc, região da França, adquiriu fama de santidade com a sua piedosa peregrinação através da Itália, cuidando os afectados pela peste.</p>",(† c. 1379)
2024-08-16,"<p><strong>9*.   </strong>Em Florença, na Etrúria, hoje na Toscana, região da Itália, o Beato <strong>Ângelo Agostinho Mazzinghi</strong>, presbítero da Ordem dos Carmelitas.</p>",(† 1438)
2024-08-16,"<p><strong>10♦.   </strong>Em Hagi, no Japão, o Beato <strong>Melchior Kumagai Motonao</strong>, pai de família e mártir.</p>",(† 1605)
2024-08-16,"<p><strong>11*.   </strong>Em Kioto, no Japão, o Beato <strong>João de Santa Marta</strong>, presbítero da Ordem dos Frades Menores e mártir, que, enquanto ia conduzido ao suplício, pregava ao povo e cantava o salmo “Laudate Dóminum, omnes gentes” (Louvai o Senhor, todas as nações).</p>",(† 1618)
2024-08-16,"<p><strong>12*.   </strong>Em Kokura, também no Japão, os beatos mártires <strong>Simão Bokusai Kyota</strong>, catequista, e <strong>Madalena Bokusai Kyota</strong>, esposos, <strong>Tomé Gengoro </strong>e<strong> Maria</strong>, também esposos, e <strong>Tiago</strong> seu filho, ainda criança, que, por ordem do governador Yetsundo, foram todos crucificados de cabeça para baixo em ódio ao nome de Cristo.</p>",(† 1620)
2024-08-16,"<p><strong>13*.   </strong>Num sórdido barco-prisão ancorado ao largo de Rochefort, na França, o Beato <strong>João Baptista Ménestrel</strong>, presbítero e mártir, que, durante a Revolução Francesa, foi condenado à galera por causa do seu sacerdócio e, infectado por chagas putrefactas, consumou o seu martírio.</p>",(† 1794)
2024-08-16,"<p><strong>14.   </strong>Em Fanjiazhuang, povoação próxima de Wujiao, no Hebei, província da China, Santa <strong>Rosa Fan Hui</strong>, virgem e mártir, que, na perseguição desencadeada pelos sequazes da seita dos “Yihetuan”, espancada e cheia de feridas, foi lançada ao rio ainda com vida.</p>",(† 1900)
